customer_index,age,shap_top3,lime_top3,jaccard_top3,shap_top5,lime_top5,jaccard_top5,shap_top10,lime_top10,jaccard_top10,age_group
86,39,"PAY_0, PAY_AMT2, PAY_AMT3","BILL_AMT6, BILL_AMT1, PAY_0",0.2,"PAY_0, PAY_AMT2, PAY_AMT3, BILL_AMT1, PAY_3","BILL_AMT6, BILL_AMT1, PAY_0, BILL_AMT5, PAY_AMT6",0.25,"PAY_0, PAY_AMT2, PAY_AMT3, BILL_AMT1, PAY_3, PAY_AMT6, BILL_AMT6, PAY_2, BILL_AMT2, MARRIAGE","BILL_AMT6, BILL_AMT1, PAY_0, BILL_AMT5, PAY_AMT6, BILL_AMT3, PAY_AMT2, BILL_AMT4, LIMIT_BAL, PAY_AMT1",0.3333333333333333,30-45
87,31,"LIMIT_BAL, PAY_0, BILL_AMT1","LIMIT_BAL, PAY_AMT1, PAY_0",0.5,"LIMIT_BAL, PAY_0, BILL_AMT1, PAY_AMT1, MARRIAGE","LIMIT_BAL, PAY_AMT1, PAY_0, MARRIAGE, PAY_3",0.6666666666666666,"LIMIT_BAL, PAY_0, BILL_AMT1, PAY_AMT1, MARRIAGE, BILL_AMT6, PAY_AMT3, BILL_AMT5, SEX, PAY_AMT6","LIMIT_BAL, PAY_AMT1, PAY_0, MARRIAGE, PAY_3, PAY_AMT6, PAY_6, PAY_AMT2, PAY_4, BILL_AMT3",0.3333333333333333,30-45
88,31,"PAY_AMT2, PAY_0, LIMIT_BAL","LIMIT_BAL, PAY_AMT2, PAY_AMT1",0.5,"PAY_AMT2, PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT4",0.6666666666666666,"PAY_AMT2, PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, PAY_6, BILL_AMT5, BILL_AMT4, PAY_AMT4, PAY_3","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT4, MARRIAGE, PAY_AMT4, PAY_4, PAY_6, BILL_AMT6",0.5384615384615384,30-45
89,36,"PAY_0, LIMIT_BAL, PAY_AMT1","LIMIT_BAL, BILL_AMT1, PAY_AMT1",0.5,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, PAY_AMT3","LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6",0.6666666666666666,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, PAY_AMT3, BILL_AMT5, PAY_AMT2, BILL_AMT6, PAY_AMT6, SEX","LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, BILL_AMT5, MARRIAGE, PAY_AMT5, BILL_AMT2, PAY_3",0.42857142857142855,30-45
90,31,"PAY_0, LIMIT_BAL, PAY_6","BILL_AMT1, PAY_0, BILL_AMT2",0.2,"PAY_0, LIMIT_BAL, PAY_6, BILL_AMT4, PAY_5","BILL_AMT1, PAY_0, BILL_AMT2, PAY_2, PAY_AMT6",0.1111111111111111,"PAY_0, LIMIT_BAL, PAY_6, BILL_AMT4, PAY_5, PAY_2, MARRIAGE, PAY_AMT6, BILL_AMT3, PAY_AMT2","BILL_AMT1, PAY_0, BILL_AMT2, PAY_2, PAY_AMT6, MARRIAGE, LIMIT_BAL, SEX, PAY_3, BILL_AMT3",0.42857142857142855,30-45
91,31,"PAY_0, BILL_AMT1, BILL_AMT3","BILL_AMT1, PAY_AMT1, PAY_0",0.5,"PAY_0, BILL_AMT1, BILL_AMT3, BILL_AMT2, PAY_AMT1","BILL_AMT1, PAY_AMT1, PAY_0, MARRIAGE, BILL_AMT6",0.42857142857142855,"PAY_0, BILL_AMT1, BILL_AMT3, BILL_AMT2, PAY_AMT1, PAY_AMT3, SEX, PAY_AMT2, BILL_AMT5, LIMIT_BAL","BILL_AMT1, PAY_AMT1, PAY_0, MARRIAGE, BILL_AMT6, LIMIT_BAL, BILL_AMT2, BILL_AMT3, PAY_AMT4, PAY_5",0.42857142857142855,30-45
92,34,"PAY_0, BILL_AMT1, LIMIT_BAL","PAY_0, PAY_AMT1, BILL_AMT4",0.2,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT3, PAY_AMT4","PAY_0, PAY_AMT1, BILL_AMT4, MARRIAGE, LIMIT_BAL",0.25,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT3, PAY_AMT4, BILL_AMT5, PAY_AMT1, MARRIAGE, BILL_AMT3, PAY_AMT2","PAY_0, PAY_AMT1, BILL_AMT4, MARRIAGE, LIMIT_BAL, BILL_AMT5, BILL_AMT3, PAY_3, BILL_AMT2, PAY_AMT4",0.5384615384615384,30-45
93,41,"PAY_2, PAY_3, LIMIT_BAL","PAY_0, LIMIT_BAL, PAY_3",0.5,"PAY_2, PAY_3, LIMIT_BAL, PAY_AMT2, PAY_AMT5","PAY_0, LIMIT_BAL, PAY_3, PAY_2, PAY_AMT2",0.6666666666666666,"PAY_2, PAY_3, LIMIT_BAL, PAY_AMT2, PAY_AMT5, BILL_AMT1, PAY_AMT3, PAY_AMT1, PAY_AMT6, EDUCATION","PAY_0, LIMIT_BAL, PAY_3, PAY_2, PAY_AMT2, PAY_AMT1, BILL_AMT5, PAY_AMT6, BILL_AMT4, MARRIAGE",0.42857142857142855,30-45
94,33,"PAY_0, LIMIT_BAL, PAY_AMT2","PAY_0, LIMIT_BAL, PAY_AMT2",1.0,"PAY_0, LIMIT_BAL, PAY_AMT2, BILL_AMT1, BILL_AMT6","PAY_0, LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_3",0.42857142857142855,"PAY_0, LIMIT_BAL, PAY_AMT2, BILL_AMT1, BILL_AMT6, PAY_AMT3, PAY_AMT6, PAY_2, PAY_3, AGE","PAY_0, LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_3, MARRIAGE, AGE, SEX, PAY_AMT5, PAY_4",0.3333333333333333,30-45
95,34,"PAY_0, LIMIT_BAL, PAY_AMT1","LIMIT_BAL, BILL_AMT1, PAY_AMT1",0.5,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, PAY_AMT2","LIMIT_BAL, BILL_AMT1, PAY_AMT1, BILL_AMT6, PAY_0",0.6666666666666666,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, PAY_AMT2, SEX, BILL_AMT2, MARRIAGE, PAY_AMT4, PAY_AMT6","LIMIT_BAL, BILL_AMT1, PAY_AMT1, BILL_AMT6, PAY_0, MARRIAGE, BILL_AMT3, PAY_3, BILL_AMT2, PAY_AMT6",0.5384615384615384,30-45
96,32,"PAY_0, BILL_AMT1, PAY_AMT5","BILL_AMT1, PAY_0, BILL_AMT6",0.5,"PAY_0, BILL_AMT1, PAY_AMT5, LIMIT_BAL, PAY_AMT2","BILL_AMT1, PAY_0, BILL_AMT6, PAY_AMT2, LIMIT_BAL",0.6666666666666666,"PAY_0, BILL_AMT1, PAY_AMT5, LIMIT_BAL, PAY_AMT2, SEX, PAY_AMT3, BILL_AMT3, PAY_3, PAY_5","BILL_AMT1, PAY_0, BILL_AMT6, PAY_AMT2, LIMIT_BAL, MARRIAGE, PAY_4, PAY_3, PAY_2, PAY_AMT1",0.3333333333333333,30-45
97,32,"PAY_0, LIMIT_BAL, BILL_AMT1","BILL_AMT6, LIMIT_BAL, PAY_AMT1",0.2,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT3","BILL_AMT6, LIMIT_BAL, PAY_AMT1, PAY_0, PAY_AMT6",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT3, BILL_AMT4, PAY_6, BILL_AMT6, MARRIAGE, PAY_2","BILL_AMT6, LIMIT_BAL, PAY_AMT1, PAY_0, PAY_AMT6, BILL_AMT2, MARRIAGE, PAY_AMT5, PAY_4, SEX",0.3333333333333333,30-45
98,42,"PAY_0, LIMIT_BAL, PAY_AMT3","LIMIT_BAL, PAY_AMT1, PAY_0",0.5,"PAY_0, LIMIT_BAL, PAY_AMT3, BILL_AMT1, BILL_AMT6","LIMIT_BAL, PAY_AMT1, PAY_0, PAY_AMT2, AGE",0.25,"PAY_0, LIMIT_BAL, PAY_AMT3, BILL_AMT1, BILL_AMT6, PAY_5, PAY_AMT2, PAY_AMT1, BILL_AMT5, MARRIAGE","LIMIT_BAL, PAY_AMT1, PAY_0, PAY_AMT2, AGE, PAY_5, SEX, MARRIAGE, BILL_AMT6, PAY_AMT4",0.5384615384615384,30-45
99,36,"LIMIT_BAL, PAY_0, PAY_3","LIMIT_BAL, PAY_3, PAY_0",1.0,"LIMIT_BAL, PAY_0, PAY_3, PAY_AMT2, PAY_AMT4","LIMIT_BAL, PAY_3, PAY_0, PAY_AMT2, MARRIAGE",0.6666666666666666,"LIMIT_BAL, PAY_0, PAY_3, PAY_AMT2, PAY_AMT4, BILL_AMT1, BILL_AMT6, PAY_AMT3, PAY_2, BILL_AMT5","LIMIT_BAL, PAY_3, PAY_0, PAY_AMT2, MARRIAGE, BILL_AMT5, SEX, BILL_AMT6, EDUCATION, PAY_AMT6",0.42857142857142855,30-45
100,54,"PAY_0, PAY_AMT3, PAY_AMT1","BILL_AMT6, BILL_AMT1, PAY_AMT1",0.2,"PAY_0, PAY_AMT3, PAY_AMT1, AGE, LIMIT_BAL","BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT5",0.25,"PAY_0, PAY_AMT3, PAY_AMT1, AGE, LIMIT_BAL, PAY_6, PAY_3, PAY_2, PAY_4, PAY_5","BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT5, AGE, BILL_AMT3, LIMIT_BAL, MARRIAGE, PAY_AMT2",0.25,45-60
101,46,"LIMIT_BAL, PAY_2, PAY_AMT1","PAY_0, LIMIT_BAL, PAY_AMT1",0.5,"LIMIT_BAL, PAY_2, PAY_AMT1, PAY_AMT3, BILL_AMT1","PAY_0, LIMIT_BAL, PAY_AMT1, PAY_AMT2, MARRIAGE",0.25,"LIMIT_BAL, PAY_2, PAY_AMT1, PAY_AMT3, BILL_AMT1, PAY_AMT4, PAY_AMT2, AGE, BILL_AMT5, PAY_3","PAY_0, LIMIT_BAL, PAY_AMT1, PAY_AMT2, MARRIAGE, BILL_AMT6, PAY_AMT6, PAY_AMT4, PAY_3, AGE",0.42857142857142855,45-60
102,47,"PAY_0, BILL_AMT1, BILL_AMT5","BILL_AMT1, BILL_AMT6, PAY_0",0.5,"PAY_0, BILL_AMT1, BILL_AMT5, MARRIAGE, SEX","BILL_AMT1, BILL_AMT6, PAY_0, BILL_AMT4, AGE",0.25,"PAY_0, BILL_AMT1, BILL_AMT5, MARRIAGE, SEX, LIMIT_BAL, PAY_AMT5, PAY_AMT2, PAY_AMT6, PAY_2","BILL_AMT1, BILL_AMT6, PAY_0, BILL_AMT4, AGE, LIMIT_BAL, PAY_3, BILL_AMT5, BILL_AMT2, PAY_4",0.25,45-60
103,51,"PAY_0, PAY_6, LIMIT_BAL","LIMIT_BAL, PAY_AMT2, PAY_AMT1",0.2,"PAY_0, PAY_6, LIMIT_BAL, PAY_AMT1, PAY_AMT3","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, AGE",0.42857142857142855,"PAY_0, PAY_6, LIMIT_BAL, PAY_AMT1, PAY_AMT3, BILL_AMT1, PAY_AMT5, MARRIAGE, PAY_3, PAY_AMT2","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, AGE, MARRIAGE, PAY_6, PAY_4, BILL_AMT6, SEX",0.42857142857142855,45-60
104,48,"BILL_AMT2, PAY_0, LIMIT_BAL","LIMIT_BAL, BILL_AMT1, BILL_AMT6",0.2,"BILL_AMT2, PAY_0, LIMIT_BAL, PAY_AMT3, PAY_3","LIMIT_BAL, BILL_AMT1, BILL_AMT6, PAY_0, BILL_AMT3",0.25,"BILL_AMT2, PAY_0, LIMIT_BAL, PAY_AMT3, PAY_3, PAY_AMT2, PAY_AMT1, BILL_AMT3, PAY_5, PAY_AMT5","LIMIT_BAL, BILL_AMT1, BILL_AMT6, PAY_0, BILL_AMT3, PAY_AMT1, AGE, BILL_AMT5, BILL_AMT4, PAY_AMT2",0.3333333333333333,45-60
105,60,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT2","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT2, PAY_3",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT2, PAY_AMT3, PAY_2, PAY_3, BILL_AMT2, EDUCATION","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT2, PAY_3, MARRIAGE, AGE, PAY_AMT1, BILL_AMT1, PAY_AMT4",0.42857142857142855,45-60
106,51,"PAY_AMT3, PAY_2, PAY_0","PAY_0, BILL_AMT1, PAY_AMT1",0.2,"PAY_AMT3, PAY_2, PAY_0, BILL_AMT2, BILL_AMT3","PAY_0, BILL_AMT1, PAY_AMT1, PAY_AMT2, BILL_AMT3",0.25,"PAY_AMT3, PAY_2, PAY_0, BILL_AMT2, BILL_AMT3, BILL_AMT1, PAY_AMT1, AGE, PAY_AMT4, PAY_AMT6","PAY_0, BILL_AMT1, PAY_AMT1, PAY_AMT2, BILL_AMT3, AGE, LIMIT_BAL, BILL_AMT2, PAY_AMT4, PAY_AMT6",0.6666666666666666,45-60
107,53,"PAY_0, PAY_AMT3, AGE","PAY_0, BILL_AMT6, BILL_AMT1",0.2,"PAY_0, PAY_AMT3, AGE, BILL_AMT1, PAY_AMT4","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2",0.25,"PAY_0, PAY_AMT3, AGE, BILL_AMT1, PAY_AMT4, PAY_AMT1, PAY_2, BILL_AMT2, PAY_3, BILL_AMT3","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2, AGE, LIMIT_BAL, BILL_AMT5, PAY_AMT6, BILL_AMT3",0.3333333333333333,45-60
108,57,"PAY_0, BILL_AMT1, LIMIT_BAL","LIMIT_BAL, PAY_0, PAY_3",0.5,"PAY_0, BILL_AMT1, LIMIT_BAL, AGE, PAY_AMT2","LIMIT_BAL, PAY_0, PAY_3, AGE, MARRIAGE",0.42857142857142855,"PAY_0, BILL_AMT1, LIMIT_BAL, AGE, PAY_AMT2, PAY_AMT3, SEX, MARRIAGE, PAY_3, PAY_2","LIMIT_BAL, PAY_0, PAY_3, AGE, MARRIAGE, PAY_AMT2, PAY_2, PAY_4, BILL_AMT4, SEX",0.6666666666666666,45-60
109,55,"PAY_0, PAY_AMT3, AGE","PAY_0, LIMIT_BAL, BILL_AMT6",0.2,"PAY_0, PAY_AMT3, AGE, BILL_AMT1, LIMIT_BAL","PAY_0, LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_AMT1",0.42857142857142855,"PAY_0, PAY_AMT3, AGE, BILL_AMT1, LIMIT_BAL, PAY_AMT1, PAY_AMT4, PAY_AMT2, PAY_3, BILL_AMT2","PAY_0, LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_AMT1, BILL_AMT5, AGE, PAY_AMT2, BILL_AMT4, BILL_AMT3",0.42857142857142855,45-60
110,50,"LIMIT_BAL, PAY_0, BILL_AMT1","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"LIMIT_BAL, PAY_0, BILL_AMT1, BILL_AMT4, BILL_AMT5","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_3, BILL_AMT5",0.42857142857142855,"LIMIT_BAL, PAY_0, BILL_AMT1, BILL_AMT4, BILL_AMT5, BILL_AMT2, SEX, PAY_AMT6, PAY_AMT4, PAY_AMT3","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_3, BILL_AMT5, AGE, BILL_AMT4, BILL_AMT2, MARRIAGE, BILL_AMT3",0.3333333333333333,45-60
111,46,"PAY_0, BILL_AMT2, LIMIT_BAL","BILL_AMT1, PAY_0, LIMIT_BAL",0.5,"PAY_0, BILL_AMT2, LIMIT_BAL, BILL_AMT1, PAY_AMT2","BILL_AMT1, PAY_0, LIMIT_BAL, BILL_AMT6, BILL_AMT2",0.6666666666666666,"PAY_0, BILL_AMT2, LIMIT_BAL, BILL_AMT1, PAY_AMT2, BILL_AMT6, PAY_AMT6, PAY_2, PAY_AMT3, SEX","BILL_AMT1, PAY_0, LIMIT_BAL, BILL_AMT6, BILL_AMT2, AGE, PAY_AMT6, PAY_3, PAY_4, SEX",0.5384615384615384,45-60
112,51,"PAY_0, BILL_AMT1, SEX","PAY_0, BILL_AMT6, AGE",0.2,"PAY_0, BILL_AMT1, SEX, PAY_AMT6, PAY_AMT2","PAY_0, BILL_AMT6, AGE, PAY_AMT1, MARRIAGE",0.1111111111111111,"PAY_0, BILL_AMT1, SEX, PAY_AMT6, PAY_AMT2, AGE, LIMIT_BAL, BILL_AMT2, BILL_AMT5, PAY_2","PAY_0, BILL_AMT6, AGE, PAY_AMT1, MARRIAGE, PAY_3, LIMIT_BAL, PAY_AMT2, BILL_AMT4, PAY_AMT3",0.25,45-60
113,53,"LIMIT_BAL, PAY_0, BILL_AMT6","LIMIT_BAL, BILL_AMT6, PAY_0",1.0,"LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT1, PAY_AMT4","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT1, AGE",0.6666666666666666,"LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT1, PAY_AMT4, BILL_AMT1, PAY_AMT3, PAY_AMT2, PAY_3, BILL_AMT5","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT1, AGE, PAY_AMT2, MARRIAGE, PAY_AMT4, PAY_AMT6, PAY_3",0.5384615384615384,45-60
114,46,"PAY_0, LIMIT_BAL, PAY_AMT1","LIMIT_BAL, PAY_AMT2, BILL_AMT1",0.2,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT4, PAY_AMT2","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0",0.6666666666666666,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT4, PAY_AMT2, PAY_AMT3, BILL_AMT1, BILL_AMT2, PAY_AMT5, PAY_AMT4","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, AGE, MARRIAGE, PAY_AMT6, PAY_AMT4, BILL_AMT2",0.5384615384615384,45-60
115,52,"PAY_0, PAY_2, BILL_AMT1","PAY_0, LIMIT_BAL, PAY_AMT2",0.2,"PAY_0, PAY_2, BILL_AMT1, LIMIT_BAL, PAY_AMT1","PAY_0, LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_2",0.6666666666666666,"PAY_0, PAY_2, BILL_AMT1, LIMIT_BAL, PAY_AMT1, AGE, PAY_AMT3, MARRIAGE, PAY_AMT2, SEX","PAY_0, LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_2, MARRIAGE, AGE, PAY_3, PAY_AMT6, BILL_AMT6",0.5384615384615384,45-60
116,54,"PAY_0, PAY_AMT1, PAY_AMT2","LIMIT_BAL, BILL_AMT1, PAY_0",0.2,"PAY_0, PAY_AMT1, PAY_AMT2, PAY_AMT4, PAY_5","LIMIT_BAL, BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT3",0.25,"PAY_0, PAY_AMT1, PAY_AMT2, PAY_AMT4, PAY_5, LIMIT_BAL, MARRIAGE, AGE, PAY_AMT3, PAY_AMT6","LIMIT_BAL, BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT3, AGE, BILL_AMT5, PAY_AMT6, PAY_AMT1, MARRIAGE",0.5384615384615384,45-60
117,51,"LIMIT_BAL, PAY_0, PAY_AMT2","LIMIT_BAL, BILL_AMT6, PAY_0",0.5,"LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT6, BILL_AMT1","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT2, PAY_3",0.6666666666666666,"LIMIT_BAL, PAY_0, PAY_AMT2, BILL_AMT6, BILL_AMT1, PAY_AMT6, PAY_AMT1, PAY_AMT5, PAY_2, SEX","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT2, PAY_3, PAY_AMT6, AGE, BILL_AMT5, MARRIAGE, PAY_4",0.3333333333333333,45-60
118,54,"PAY_0, LIMIT_BAL, BILL_AMT1","BILL_AMT6, LIMIT_BAL, PAY_0",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, BILL_AMT6, PAY_AMT4","BILL_AMT6, LIMIT_BAL, PAY_0, AGE, PAY_AMT1",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, BILL_AMT6, PAY_AMT4, BILL_AMT5, AGE, MARRIAGE, SEX, PAY_AMT3","BILL_AMT6, LIMIT_BAL, PAY_0, AGE, PAY_AMT1, MARRIAGE, PAY_3, PAY_AMT4, PAY_4, BILL_AMT4",0.42857142857142855,45-60
119,48,"PAY_0, PAY_AMT2, PAY_AMT4","BILL_AMT1, PAY_0, PAY_AMT2",0.5,"PAY_0, PAY_AMT2, PAY_AMT4, PAY_AMT6, BILL_AMT3","BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT4, AGE",0.25,"PAY_0, PAY_AMT2, PAY_AMT4, PAY_AMT6, BILL_AMT3, BILL_AMT4, PAY_AMT1, AGE, PAY_5, BILL_AMT1","BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT4, AGE, MARRIAGE, LIMIT_BAL, PAY_AMT6, BILL_AMT2, BILL_AMT3",0.5384615384615384,45-60
120,56,"PAY_2, LIMIT_BAL, PAY_5","PAY_0, LIMIT_BAL, PAY_3",0.2,"PAY_2, LIMIT_BAL, PAY_5, PAY_3, PAY_0","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_AMT1",0.42857142857142855,"PAY_2, LIMIT_BAL, PAY_5, PAY_3, PAY_0, PAY_4, BILL_AMT6, PAY_AMT4, BILL_AMT1, PAY_6","PAY_0, LIMIT_BAL, PAY_3, PAY_4, PAY_AMT1, MARRIAGE, PAY_2, AGE, PAY_AMT2, SEX",0.3333333333333333,45-60
121,54,"PAY_0, PAY_2, PAY_AMT3","PAY_0, LIMIT_BAL, BILL_AMT1",0.2,"PAY_0, PAY_2, PAY_AMT3, BILL_AMT2, BILL_AMT4","PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT1",0.1111111111111111,"PAY_0, PAY_2, PAY_AMT3, BILL_AMT2, BILL_AMT4, PAY_AMT4, PAY_3, BILL_AMT3, BILL_AMT6, BILL_AMT5","PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT1, BILL_AMT3, BILL_AMT4, BILL_AMT6, BILL_AMT2, AGE",0.3333333333333333,45-60
122,56,"EDUCATION, LIMIT_BAL, PAY_0","LIMIT_BAL, BILL_AMT6, PAY_0",0.5,"EDUCATION, LIMIT_BAL, PAY_0, PAY_AMT1, BILL_AMT1","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT2, BILL_AMT3",0.25,"EDUCATION, LIMIT_BAL, PAY_0, PAY_AMT1, BILL_AMT1, BILL_AMT6, PAY_AMT2, BILL_AMT3, BILL_AMT2, PAY_AMT4","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT2, BILL_AMT3, BILL_AMT5, AGE, BILL_AMT4, PAY_3, MARRIAGE",0.3333333333333333,45-60
123,52,"EDUCATION, BILL_AMT1, PAY_AMT3","LIMIT_BAL, BILL_AMT1, BILL_AMT6",0.2,"EDUCATION, BILL_AMT1, PAY_AMT3, PAY_0, LIMIT_BAL","LIMIT_BAL, BILL_AMT1, BILL_AMT6, PAY_0, PAY_AMT1",0.42857142857142855,"EDUCATION, BILL_AMT1, PAY_AMT3, PAY_0, LIMIT_BAL, BILL_AMT5, PAY_AMT4, PAY_AMT2, PAY_AMT5, BILL_AMT4","LIMIT_BAL, BILL_AMT1, BILL_AMT6, PAY_0, PAY_AMT1, BILL_AMT5, BILL_AMT3, AGE, MARRIAGE, BILL_AMT4",0.3333333333333333,45-60
124,51,"LIMIT_BAL, PAY_0, PAY_AMT3","LIMIT_BAL, BILL_AMT6, PAY_0",0.5,"LIMIT_BAL, PAY_0, PAY_AMT3, PAY_AMT4, PAY_AMT1","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT1, MARRIAGE",0.42857142857142855,"LIMIT_BAL, PAY_0, PAY_AMT3, PAY_AMT4, PAY_AMT1, BILL_AMT1, PAY_AMT2, BILL_AMT2, BILL_AMT5, BILL_AMT3","LIMIT_BAL, BILL_AMT6, PAY_0, PAY_AMT1, MARRIAGE, BILL_AMT5, BILL_AMT4, PAY_AMT2, BILL_AMT3, AGE",0.42857142857142855,45-60
125,46,"PAY_0, PAY_5, PAY_6","PAY_0, BILL_AMT6, LIMIT_BAL",0.2,"PAY_0, PAY_5, PAY_6, LIMIT_BAL, BILL_AMT1","PAY_0, BILL_AMT6, LIMIT_BAL, PAY_AMT2, AGE",0.25,"PAY_0, PAY_5, PAY_6, LIMIT_BAL, BILL_AMT1, SEX, MARRIAGE, PAY_AMT2, PAY_AMT4, AGE","PAY_0, BILL_AMT6, LIMIT_BAL, PAY_AMT2, AGE, MARRIAGE, PAY_6, PAY_AMT5, BILL_AMT5, PAY_AMT1",0.42857142857142855,45-60
126,55,"PAY_0, PAY_AMT1, BILL_AMT1","PAY_AMT2, PAY_AMT1, PAY_0",0.5,"PAY_0, PAY_AMT1, BILL_AMT1, PAY_AMT2, LIMIT_BAL","PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL",0.6666666666666666,"PAY_0, PAY_AMT1, BILL_AMT1, PAY_AMT2, LIMIT_BAL, PAY_AMT3, AGE, PAY_AMT6, SEX, BILL_AMT2","PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL, AGE, MARRIAGE, PAY_AMT6, PAY_3, SEX",0.5384615384615384,45-60
127,50,"PAY_AMT2, PAY_0, PAY_AMT3","PAY_AMT2, BILL_AMT1, PAY_0",0.5,"PAY_AMT2, PAY_0, PAY_AMT3, PAY_AMT4, BILL_AMT1","PAY_AMT2, BILL_AMT1, PAY_0, MARRIAGE, PAY_AMT6",0.42857142857142855,"PAY_AMT2, PAY_0, PAY_AMT3, PAY_AMT4, BILL_AMT1, LIMIT_BAL, PAY_3, MARRIAGE, BILL_AMT5, PAY_AMT1","PAY_AMT2, BILL_AMT1, PAY_0, MARRIAGE, PAY_AMT6, LIMIT_BAL, BILL_AMT2, AGE, PAY_4, PAY_6",0.3333333333333333,45-60
128,48,"LIMIT_BAL, PAY_0, PAY_AMT1","LIMIT_BAL, PAY_AMT2, BILL_AMT1",0.2,"LIMIT_BAL, PAY_0, PAY_AMT1, BILL_AMT1, PAY_AMT2","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_0, BILL_AMT6",0.6666666666666666,"LIMIT_BAL, PAY_0, PAY_AMT1, BILL_AMT1, PAY_AMT2, BILL_AMT5, PAY_AMT6, SEX, BILL_AMT6, BILL_AMT3","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_0, BILL_AMT6, PAY_3, AGE, BILL_AMT5, PAY_AMT5, BILL_AMT3",0.5384615384615384,45-60
